employee id,Timestamp,status,print_date
127,9/27/2023 8:14,In,10/14/2023
127,9/27/2023 16:47,Out,10/14/2023
122,9/26/2023 7:54,In,10/14/2023
122,9/27/2023 8:14,In,10/14/2023
122,9/27/2023 13:04,Out,10/14/2023
121,9/26/2023 7:54,In,10/14/2023
121,9/27/2023 8:14,In,10/14/2023
121,9/27/2023 16:48,Out,10/14/2023
121,9/28/2023 8:21,In,10/14/2023
121,9/28/2023 14:45,Out,10/14/2023
119,9/25/2023 8:11,In,10/14/2023
119,9/25/2023 16:49,Out,10/14/2023
119,9/26/2023 8:17,In,10/14/2023
119,9/26/2023 16:47,Out,10/14/2023
119,9/27/2023 8:13,In,10/14/2023
119,9/27/2023 16:48,Out,10/14/2023
180,9/25/2023 8:16,In,10/14/2023
180,9/26/2023 8:06,In,10/14/2023
180,9/26/2023 16:40,Out,10/14/2023
180,9/28/2023 8:30,In,10/14/2023
180,9/28/2023 16:33,Out,10/14/2023
118,9/25/2023 8:12,In,10/14/2023
118,9/25/2023 16:42,Out,10/14/2023
118,9/26/2023 8:18,In,10/14/2023
118,9/26/2023 18:35,Out,10/14/2023
118,9/28/2023 8:21,In,10/14/2023
118,9/28/2023 16:55,Out,10/14/2023
178,9/25/2023 8:12,In,10/14/2023
178,9/25/2023 16:35,Out,10/14/2023
178,9/27/2023 8:14,In,10/14/2023
178,9/27/2023 17:55,Out,10/14/2023
116,9/25/2023 8:12,In,10/14/2023
116,9/25/2023 16:45,Out,10/14/2023
116,9/26/2023 8:03,In,10/14/2023
116,9/26/2023 16:49,Out,10/14/2023
116,9/27/2023 8:15,In,10/14/2023
116,9/27/2023 16:48,Out,10/14/2023
116,9/27/2023 16:48,Out,10/14/2023
#N/A,9/25/2023 9:02,Out,10/14/2023
115,9/25/2023 7:50,In,10/14/2023
115,9/25/2023 16:45,Out,10/14/2023
115,9/26/2023 7:43,In,10/14/2023
115,9/26/2023 16:41,Out,10/14/2023
115,9/27/2023 7:50,In,10/14/2023
115,9/27/2023 16:45,Out,10/14/2023
115,9/28/2023 8:21,In,10/14/2023
114,9/25/2023 7:51,In,10/14/2023
114,9/25/2023 16:34,In,10/14/2023
114,9/25/2023 16:34,Out,10/14/2023
114,9/26/2023 7:14,In,10/14/2023
114,9/27/2023 8:14,In,10/14/2023
114,9/28/2023 8:33,In,10/14/2023
113,9/25/2023 12:59,In,10/14/2023
113,9/26/2023 7:37,In,10/14/2023
113,9/27/2023 8:14,In,10/14/2023
113,9/28/2023 8:26,In,10/14/2023
113,9/28/2023 17:07,Out,10/14/2023
112,9/25/2023 7:55,In,10/14/2023
112,9/25/2023 16:41,Out,10/14/2023
112,9/26/2023 7:14,In,10/14/2023
112,9/26/2023 16:36,In,10/14/2023
112,9/27/2023 7:49,In,10/14/2023
112,9/27/2023 16:36,Out,10/14/2023
112,9/28/2023 8:22,In,10/14/2023
112,9/28/2023 16:39,Out,10/14/2023
111,9/25/2023 8:11,In,10/14/2023
111,9/25/2023 16:40,Out,10/14/2023
111,9/26/2023 7:14,In,10/14/2023
111,9/26/2023 16:41,Out,10/14/2023
111,9/28/2023 16:51,Out,10/14/2023
108,9/25/2023 7:49,In,10/14/2023
108,9/25/2023 16:39,Out,10/14/2023
108,9/26/2023 7:53,In,10/14/2023
108,9/26/2023 16:40,Out,10/14/2023
108,9/27/2023 7:49,In,10/14/2023
108,9/27/2023 16:56,Out,10/14/2023
109,9/25/2023 7:52,In,10/14/2023
109,9/25/2023 8:37,Out,10/14/2023
109,9/27/2023 7:59,In,10/14/2023
109,9/27/2023 16:40,Out,10/14/2023
109,9/28/2023 8:30,In,10/14/2023
181,9/25/2023 8:00,In,10/14/2023
181,9/25/2023 16:41,Out,10/14/2023
181,9/26/2023 7:56,In,10/14/2023
181,9/26/2023 15:35,In,10/14/2023
181,9/26/2023 18:50,Out,10/14/2023
181,9/27/2023 8:02,In,10/14/2023
181,9/27/2023 17:02,Out,10/14/2023
107,9/28/2023 8:31,In,10/14/2023
107,9/28/2023 16:44,Out,10/14/2023
105,9/25/2023 16:23,In,10/14/2023
105,9/28/2023 8:50,Out,10/14/2023
102,9/25/2023 7:48,In,10/14/2023
102,9/25/2023 16:47,Out,10/14/2023
102,9/26/2023 7:14,In,10/14/2023
102,9/26/2023 15:34,Out,10/14/2023
102,9/27/2023 8:12,In,10/14/2023
102,9/28/2023 8:19,In,10/14/2023
102,9/28/2023 16:47,Out,10/14/2023
103,9/25/2023 8:06,In,10/14/2023
103,9/26/2023 7:39,In,10/14/2023
103,9/27/2023 7:57,In,10/14/2023
103,9/28/2023 8:33,In,10/14/2023
103,9/28/2023 16:40,Out,10/14/2023
101,9/25/2023 8:00,In,10/14/2023
101,9/26/2023 17:04,Out,10/14/2023
101,9/27/2023 7:52,In,10/14/2023
99,9/25/2023 7:49,In,10/14/2023
99,9/25/2023 18:08,Out,10/14/2023
99,9/26/2023 8:18,In,10/14/2023
99,9/26/2023 16:57,Out,10/14/2023
98,9/25/2023 17:49,Out,10/14/2023
98,9/26/2023 9:15,Out,10/14/2023
98,9/26/2023 17:52,In,10/14/2023
97,9/25/2023 7:50,In,10/14/2023
97,9/26/2023 7:54,In,10/14/2023
97,9/26/2023 18:47,Out,10/14/2023
97,9/28/2023 17:49,In,10/14/2023
177,9/26/2023 8:18,In,10/14/2023
177,9/26/2023 16:38,In,10/14/2023
177,9/27/2023 7:50,In,10/14/2023
177,9/27/2023 16:38,Out,10/14/2023
177,9/28/2023 7:53,In,10/14/2023
177,9/28/2023 17:01,Out,10/14/2023
95,9/25/2023 17:48,In,10/14/2023
95,9/26/2023 8:44,Out,10/14/2023
95,9/26/2023 17:51,In,10/14/2023
95,9/28/2023 7:54,In,10/14/2023
95,9/28/2023 18:22,Out,10/14/2023
94,9/25/2023 8:40,Out,10/14/2023
94,9/25/2023 17:49,In,10/14/2023
94,9/25/2023 17:49,In,10/14/2023
94,9/26/2023 9:15,Out,10/14/2023
94,9/27/2023 17:46,In,10/14/2023
94,9/28/2023 8:47,In,10/14/2023
94,9/28/2023 8:47,In,10/14/2023
94,9/28/2023 8:48,In,10/14/2023
94,9/28/2023 8:48,Out,10/14/2023
92,9/25/2023 7:50,In,10/14/2023
92,9/25/2023 16:34,Out,10/14/2023
92,9/26/2023 7:45,In,10/14/2023
92,9/27/2023 7:50,In,10/14/2023
93,9/25/2023 8:12,In,10/14/2023
93,9/25/2023 16:39,Out,10/14/2023
93,9/26/2023 8:18,In,10/14/2023
93,9/26/2023 16:37,Out,10/14/2023
93,9/27/2023 8:14,In,10/14/2023
93,9/28/2023 8:20,In,10/14/2023
93,9/28/2023 16:36,Out,10/14/2023
91,9/27/2023 8:13,In,10/14/2023
91,9/27/2023 18:09,Out,10/14/2023
91,9/27/2023 18:09,Out,10/14/2023
91,9/28/2023 18:09,Out,10/14/2023
89,9/25/2023 7:50,In,10/14/2023
89,9/25/2023 18:29,Out,10/14/2023
89,9/28/2023 17:41,In,10/14/2023
89,9/28/2023 17:41,In,10/14/2023
88,9/25/2023 17:48,In,10/14/2023
88,9/26/2023 8:47,In,10/14/2023
88,9/26/2023 8:47,Out,10/14/2023
88,9/26/2023 17:51,In,10/14/2023
88,9/27/2023 8:40,Out,10/14/2023
88,9/27/2023 17:45,In,10/14/2023
88,9/28/2023 8:48,Out,10/14/2023
90,9/26/2023 17:51,In,10/14/2023
90,9/27/2023 17:47,In,10/14/2023
90,9/28/2023 8:41,Out,10/14/2023

